A,B,C,D
847.1649,898.1592,702.4066,870.1946
845.5199,898.1592,702.4066,871.8396
852.0998,792.8806,491.8491,875.1295
852.0998,898.1592,807.6854,871.8396
845.5199,950.7986,807.6854,870.1946
855.3898,950.7986,912.9641,858.6797
845.5199,950.7986,912.9641,855.3898
847.1649,845.5199,807.6854,863.6147
857.0347,845.5199,912.9641,861.9697
853.7448,845.5199,912.9641,863.6147
861.9697,845.5199,912.9641,868.5496
848.8099,792.8806,807.6854,875.1295
847.1649,792.8806,807.6854,871.8396
842.2299,845.5199,912.9641,863.6147
848.8099,845.5199,807.6854,860.3247
843.8749,898.1592,965.6035,847.1649
835.65,845.5199,755.046,850.4548
842.2299,792.8806,649.7672,857.0347
840.585,792.8806,702.4066,865.2596
848.8099,740.2411,597.1279,873.4846
840.585,845.5199,755.046,860.3247
838.94,845.5199,755.046,850.4548
847.1649,950.7986,807.6854,858.6797
861.9697,845.5199,702.4066,863.6147
850.4548,845.5199,702.4066,866.9047
842.2299,845.5199,702.4066,865.2596
845.5199,845.5199,702.4066,870.1946
842.2299,792.8806,597.1279,865.2596
842.2299,792.8806,597.1279,858.6797
845.5199,898.1592,912.9641,860.3247
850.4548,845.5199,755.046,850.4548
845.5199,898.1592,965.6035,860.3247
850.4548,898.1592,807.6854,853.7448
835.65,792.8806,597.1279,866.9047
834.005,845.5199,807.6854,861.9697
845.5199,845.5199,807.6854,863.6147
852.0998,792.8806,755.046,860.3247
860.3247,687.6018,649.7672,860.3247
850.4548,792.8806,807.6854,853.7448
843.8749,740.2411,755.046,852.0998
848.8099,792.8806,807.6854,866.9047
845.5199,792.8806,807.6854,855.3898
853.7448,792.8806,755.046,878.4195
843.8749,792.8806,755.046,873.4846
837.295,845.5199,807.6854,865.2596
848.8099,845.5199,807.6854,871.8396
850.4548,778.0757,732.0162,865.2596
857.0347,794.5255,679.3769,863.6147
855.3898,863.6147,732.0162,865.2596
848.8099,810.9753,679.3769,861.9697
837.295,764.9158,626.7375,860.3247
848.8099,873.4846,784.6556,861.9697
845.5199,834.005,732.0162,858.6797
847.1649,830.7151,732.0162,866.9047
855.3898,916.254,837.295,865.2596
852.0998,880.0645,732.0162,858.6797
853.7448,903.0942,784.6556,870.1946
857.0347,876.7745,732.0162,866.9047
857.0347,840.585,732.0162,871.8396
857.0347,702.4066,626.7375,873.4846
855.3898,774.7858,837.295,870.1946
860.3247,801.1054,784.6556,865.2596
848.8099,834.005,837.295,863.6147
852.0998,949.1537,942.5737,861.9697
848.8099,870.1946,784.6556,868.5496
845.5199,850.4548,837.295,861.9697
853.7448,815.9103,784.6556,863.6147
855.3898,812.6203,784.6556,873.4846
853.7448,736.9512,732.0162,863.6147
853.7448,786.3006,889.9344,861.9697
850.4548,797.8155,784.6556,865.2596
845.5199,781.3657,837.295,858.6797
843.8749,842.2299,889.9344,848.8099
838.94,812.6203,837.295,863.6147
830.7151,822.4902,889.9344,853.7448
830.7151,924.4789,995.2131,853.7448
837.295,945.8637,942.5737,865.2596
842.2299,835.65,784.6556,870.1946
852.0998,884.9995,889.9344,860.3247
857.0347,779.7207,626.7375,868.5496
843.8749,779.7207,784.6556,868.5496
850.4548,753.401,732.0162,868.5496
850.4548,806.0403,784.6556,865.2596
845.5199,806.0403,784.6556,857.0347
842.2299,858.6797,784.6556,863.6147
843.8749,911.3191,837.295,852.0998
837.295,858.6797,679.3769,861.9697
838.94,858.6797,784.6556,863.6147
842.2299,884.9995,784.6556,860.3247
838.94,832.36,784.6556,873.4846
843.8749,832.36,784.6556,865.2596
848.8099,832.36,837.295,863.6147
852.0998,884.9995,837.295,861.9697
852.0998,832.36,784.6556,863.6147
845.5199,832.36,784.6556,858.6797
852.0998,753.401,784.6556,865.2596
843.8749,648.1223,732.0162,865.2596
850.4548,727.0813,942.5737,865.2596
850.4548,806.0403,942.5737,858.6797
852.0998,806.0403,889.9344,865.2596
850.4548,858.6797,889.9344,865.2596
860.3247,832.36,837.295,866.9047
852.0998,832.36,889.9344,863.6147
843.8749,884.9995,942.5737,861.9697
847.1649,832.36,889.9344,868.5496
853.7448,806.0403,889.9344,860.3247
855.3898,779.7207,889.9344,866.9047
857.0347,779.7207,784.6556,863.6147
857.0347,806.0403,784.6556,866.9047
842.2299,806.0403,784.6556,868.5496
838.94,832.36,784.6556,858.6797
848.8099,884.9995,916.254,857.0347
842.2299,884.9995,837.295,860.3247
847.1649,806.0403,810.9753,861.9697
857.0347,806.0403,863.6147,875.1295
853.7448,806.0403,889.9344,871.8396
850.4548,753.401,837.295,858.6797
855.3898,700.7616,863.6147,870.1946
847.1649,779.7207,889.9344,855.3898
848.8099,753.401,784.6556,865.2596
848.8099,832.36,863.6147,866.9047
847.1649,911.3191,889.9344,860.3247
857.0347,779.7207,784.6556,865.2596
855.3898,806.0403,784.6556,863.6147
852.0998,806.0403,784.6556,870.1946
858.6797,806.0403,784.6556,871.8396
848.8099,753.401,784.6556,873.4846
847.1649,832.36,837.295,861.9697
852.0998,852.0998,784.6556,857.0347
843.8749,865.2596,837.295,865.2596
845.5199,871.8396,784.6556,866.9047
847.1649,878.4195,837.295,866.9047
840.585,911.3191,837.295,868.5496
843.8749,832.36,837.295,866.9047
853.7448,871.8396,889.9344,873.4846
850.4548,733.6613,784.6556,878.4195
860.3247,812.6203,784.6556,861.9697
857.0347,845.5199,732.0162,863.6147
838.94,845.5199,784.6556,855.3898
847.1649,944.2187,889.9344,863.6147
838.94,832.36,784.6556,870.1946
847.1649,911.3191,889.9344,866.9047
858.6797,825.7802,679.3769,873.4846
853.7448,799.4604,732.0162,868.5496
860.3247,746.8211,732.0162,875.1295
857.0347,799.4604,889.9344,861.9697
850.4548,825.7802,889.9344,855.3898
848.8099,852.0998,942.5737,860.3247
842.2299,931.0589,942.5737,860.3247
850.4548,799.4604,784.6556,863.6147
852.0998,904.7392,995.2131,865.2596
852.0998,878.4195,942.5737,868.5496
852.0998,825.7802,837.295,866.9047
853.7448,825.7802,837.295,866.9047
852.0998,799.4604,837.295,870.1946
853.7448,825.7802,889.9344,866.9047
857.0347,746.8211,732.0162,878.4195
852.0998,746.8211,784.6556,873.4846
852.0998,825.7802,837.295,866.9047
847.1649,825.7802,837.295,866.9047
845.5199,904.7392,837.295,852.0998
860.3247,825.7802,574.0981,871.8396
848.8099,799.4604,626.7375,870.1946
840.585,799.4604,626.7375,863.6147
840.585,773.1407,626.7375,865.2596
847.1649,720.5014,626.7375,868.5496
858.6797,773.1407,679.3769,855.3898
850.4548,773.1407,679.3769,858.6797
838.94,825.7802,837.295,857.0347
835.65,957.3785,889.9344,855.3898
847.1649,799.4604,626.7375,873.4846
848.8099,799.4604,679.3769,868.5496
848.8099,799.4604,679.3769,878.4195
837.295,773.1407,679.3769,871.8396
840.585,720.5014,574.0981,863.6147
842.2299,773.1407,733.6613,868.5496
847.1649,878.4195,891.5793,860.3247
837.295,904.7392,944.2187,860.3247
835.65,1010.018,1102.137,860.3247
845.5199,904.7392,944.2187,865.2596
848.8099,878.4195,944.2187,865.2596
860.3247,904.7392,996.8581,860.3247
855.3898,878.4195,996.8581,850.4548
852.0998,825.7802,944.2187,857.0347
840.585,825.7802,786.3006,857.0347
847.1649,825.7802,786.3006,863.6147
843.8749,825.7802,891.5793,853.7448
845.5199,931.0589,944.2187,850.4548
853.7448,852.0998,944.2187,852.0998
840.585,957.3785,996.8581,848.8099
850.4548,878.4195,786.3006,855.3898
848.8099,878.4195,891.5793,850.4548
855.3898,814.2653,786.3006,863.6147
855.3898,707.3416,733.6613,865.2596
855.3898,802.7504,891.5793,866.9047
850.4548,773.1407,838.94,866.9047
837.295,799.4604,838.94,857.0347
840.585,820.8452,838.94,850.4548
843.8749,901.4492,891.5793,857.0347
842.2299,814.2653,838.94,865.2596
835.65,802.7504,838.94,866.9047
840.585,847.1649,891.5793,863.6147
838.94,832.36,891.5793,863.6147
848.8099,866.9047,944.2187,863.6147
853.7448,912.9641,996.8581,855.3898
848.8099,845.5199,786.3006,860.3247
847.1649,824.1351,786.3006,858.6797
845.5199,838.94,786.3006,861.9697
845.5199,720.5014,812.6203,863.6147
847.1649,740.2411,865.2596,853.7448
842.2299,825.7802,891.5793,853.7448
848.8099,786.3006,865.2596,858.6797
845.5199,812.6203,865.2596,857.0347
843.8749,845.5199,917.899,857.0347
838.94,812.6203,917.899,858.6797
834.005,937.6388,1023.178,845.5199
834.005,891.5793,838.94,860.3247
845.5199,865.2596,891.5793,861.9697
850.4548,819.2002,707.3416,861.9697
845.5199,779.7207,733.6613,875.1295
843.8749,825.7802,786.3006,861.9697
835.65,852.0998,786.3006,860.3247
845.5199,884.9995,786.3006,850.4548
842.2299,819.2002,759.9809,855.3898
840.585,819.2002,812.6203,860.3247
848.8099,819.2002,812.6203,866.9047
853.7448,740.2411,759.9809,861.9697
860.3247,792.8806,865.2596,858.6797
847.1649,819.2002,865.2596,863.6147
834.005,792.8806,865.2596,850.4548
829.0701,950.7986,970.5384,848.8099
838.94,845.5199,812.6203,861.9697
845.5199,871.8396,917.899,857.0347
843.8749,819.2002,759.9809,858.6797
842.2299,792.8806,759.9809,861.9697
853.7448,766.5609,707.3416,861.9697
870.1946,766.5609,759.9809,865.2596
847.1649,845.5199,865.2596,855.3898
829.0701,819.2002,759.9809,850.4548
832.36,950.7986,917.899,845.5199
835.65,845.5199,681.0219,861.9697
855.3898,740.2411,838.94,868.5496
858.6797,792.8806,917.899,868.5496
858.6797,792.8806,917.899,873.4846
865.2596,740.2411,786.3006,871.8396
875.1295,687.6018,786.3006,878.4195
850.4548,740.2411,812.6203,871.8396
847.1649,740.2411,838.94,873.4846
838.94,845.5199,970.5384,860.3247
848.8099,845.5199,838.94,863.6147
858.6797,792.8806,838.94,870.1946
843.8749,792.8806,786.3006,866.9047
852.0998,792.8806,812.6203,866.9047
860.3247,792.8806,812.6203,865.2596
848.8099,845.5199,838.94,858.6797
845.5199,792.8806,733.6613,857.0347
853.7448,845.5199,812.6203,865.2596
852.0998,871.8396,865.2596,860.3247
860.3247,819.2002,733.6613,857.0347
870.1946,740.2411,733.6613,857.0347
852.0998,766.5609,838.94,858.6797
843.8749,819.2002,786.3006,860.3247
845.5199,792.8806,786.3006,866.9047
830.7151,977.1183,970.5384,847.1649
850.4548,898.1592,786.3006,855.3898
845.5199,871.8396,812.6203,865.2596
840.585,871.8396,786.3006,865.2596
848.8099,871.8396,786.3006,866.9047
857.0347,766.5609,628.3825,870.1946
878.4195,766.5609,654.7021,881.7095
843.8749,819.2002,759.9809,857.0347
827.4251,819.2002,733.6613,852.0998
835.65,871.8396,891.5793,843.8749
835.65,924.4789,944.2187,834.005
857.0347,819.2002,838.94,861.9697
852.0998,819.2002,838.94,858.6797
850.4548,819.2002,891.5793,853.7448
843.8749,740.2411,733.6613,852.0998
843.8749,740.2411,786.3006,858.6797
837.295,845.5199,891.5793,855.3898
837.295,792.8806,786.3006,858.6797
832.36,792.8806,786.3006,860.3247
837.295,898.1592,891.5793,857.0347
843.8749,845.5199,838.94,861.9697
847.1649,871.8396,838.94,865.2596
842.2299,845.5199,838.94,865.2596
835.65,845.5199,838.94,865.2596
838.94,845.5199,838.94,863.6147
847.1649,825.7802,865.2596,866.9047
858.6797,838.94,891.5793,865.2596
852.0998,799.4604,891.5793,857.0347
847.1649,838.94,891.5793,871.8396
857.0347,838.94,891.5793,860.3247
863.6147,950.7986,996.8581,870.1946
858.6797,858.6797,838.94,870.1946
852.0998,878.4195,838.94,857.0347
853.7448,884.9995,891.5793,868.5496
858.6797,825.7802,786.3006,868.5496
863.6147,746.8211,707.3416,878.4195
863.6147,799.4604,759.9809,863.6147
863.6147,812.6203,812.6203,868.5496
861.9697,858.6797,891.5793,868.5496
860.3247,898.1592,917.899,863.6147
860.3247,871.8396,838.94,865.2596
858.6797,875.1295,789.5906,870.1946
861.9697,875.1295,789.5906,871.8396
860.3247,901.4492,789.5906,868.5496
865.2596,875.1295,736.9512,863.6147
876.7745,769.8508,579.0331,865.2596
858.6797,822.4902,736.9512,865.2596
847.1649,822.4902,736.9512,866.9047
848.8099,848.8099,894.8693,863.6147
838.94,901.4492,894.8693,860.3247
858.6797,796.1705,789.5906,873.4846
857.0347,875.1295,947.5087,855.3898
853.7448,901.4492,894.8693,860.3247
861.9697,822.4902,842.2299,860.3247
855.3898,875.1295,894.8693,860.3247
855.3898,796.1705,736.9512,861.9697
860.3247,796.1705,736.9512,863.6147
848.8099,743.5311,684.3118,858.6797
850.4548,796.1705,736.9512,860.3247
845.5199,848.8099,736.9512,863.6147
847.1649,901.4492,789.5906,857.0347
858.6797,954.0886,789.5906,861.9697
852.0998,796.1705,631.6724,866.9047
852.0998,848.8099,789.5906,870.1946
852.0998,848.8099,789.5906,873.4846
855.3898,848.8099,736.9512,865.2596
858.6797,796.1705,736.9512,876.7745
850.4548,848.8099,789.5906,868.5496
853.7448,848.8099,789.5906,863.6147
855.3898,901.4492,894.8693,857.0347
855.3898,901.4492,842.2299,861.9697
847.1649,743.5311,631.6724,873.4846
847.1649,848.8099,894.8693,870.1946
855.3898,743.5311,631.6724,868.5496
857.0347,848.8099,842.2299,866.9047
858.6797,848.8099,842.2299,865.2596
855.3898,901.4492,842.2299,868.5496
855.3898,901.4492,842.2299,866.9047
843.8749,901.4492,842.2299,863.6147
842.2299,954.0886,842.2299,866.9047
842.2299,848.8099,736.9512,868.5496
843.8749,901.4492,947.5087,868.5496
853.7448,848.8099,842.2299,870.1946
855.3898,901.4492,947.5087,866.9047
853.7448,743.5311,736.9512,875.1295
853.7448,796.1705,842.2299,876.7745
852.0998,848.8099,842.2299,861.9697
847.1649,848.8099,842.2299,863.6147
847.1649,1006.728,947.5087,858.6797
850.4548,796.1705,631.6724,868.5496
850.4548,868.5496,894.8693,870.1946
853.7448,829.0701,789.5906,865.2596
861.9697,776.4307,789.5906,873.4846
855.3898,783.0106,789.5906,870.1946
843.8749,789.5906,789.5906,873.4846
848.8099,796.1705,789.5906,865.2596
848.8099,927.7689,1000.148,858.6797
847.1649,888.2894,894.8693,860.3247
845.5199,789.5906,736.9512,868.5496
840.585,855.3898,894.8693,871.8396
845.5199,829.0701,842.2299,868.5496
850.4548,829.0701,842.2299,873.4846
843.8749,750.111,684.3118,861.9697
838.94,809.3303,842.2299,858.6797
845.5199,848.8099,894.8693,865.2596
850.4548,835.65,842.2299,863.6147
866.9047,834.005,789.5906,863.6147
852.0998,848.8099,789.5906,865.2596
847.1649,819.2002,789.5906,865.2596
845.5199,901.4492,894.8693,866.9047
838.94,921.189,842.2299,860.3247
860.3247,861.9697,789.5906,865.2596
870.1946,870.1946,842.2299,870.1946
860.3247,825.7802,736.9512,858.6797
860.3247,802.7504,789.5906,875.1295
860.3247,753.401,736.9512,875.1295
848.8099,776.4307,736.9512,871.8396
848.8099,815.9103,789.5906,860.3247
845.5199,852.0998,789.5906,866.9047
848.8099,942.5737,894.8693,858.6797
861.9697,875.1295,789.5906,861.9697
852.0998,855.3898,842.2299,870.1946
853.7448,802.7504,736.9512,865.2596
861.9697,802.7504,736.9512,873.4846
852.0998,750.111,526.3937,871.8396
863.6147,644.8323,526.3937,870.1946
857.0347,802.7504,631.6724,860.3247
852.0998,750.111,631.6724,871.8396
845.5199,855.3898,736.9512,863.6147
858.6797,855.3898,631.6724,866.9047
858.6797,802.7504,631.6724,871.8396
852.0998,802.7504,631.6724,863.6147
853.7448,802.7504,631.6724,861.9697
853.7448,802.7504,631.6724,857.0347
850.4548,697.4717,526.3937,865.2596
847.1649,802.7504,842.2299,861.9697
847.1649,802.7504,736.9512,868.5496
838.94,908.0292,947.5087,860.3247
843.8749,855.3898,894.8693,865.2596
852.0998,750.111,842.2299,863.6147
855.3898,750.111,842.2299,863.6147
858.6797,750.111,894.8693,868.5496
852.0998,697.4717,736.9512,865.2596
840.585,697.4717,842.2299,870.1946
835.65,802.7504,894.8693,861.9697
842.2299,750.111,842.2299,868.5496
840.585,908.0292,1105.427,857.0347
843.8749,855.3898,842.2299,866.9047
842.2299,802.7504,842.2299,860.3247
852.0998,908.0292,947.5087,863.6147
853.7448,802.7504,789.5906,868.5496
847.1649,750.111,736.9512,880.0645
845.5199,750.111,736.9512,876.7745
838.94,802.7504,736.9512,865.2596
848.8099,779.7207,736.9512,868.5496
847.1649,937.6388,1000.148,858.6797
842.2299,919.544,842.2299,855.3898
853.7448,916.254,842.2299,858.6797
855.3898,848.8099,789.5906,861.9697
837.295,807.6854,789.5906,857.0347
843.8749,824.1351,789.5906,863.6147
842.2299,802.7504,789.5906,863.6147
847.1649,820.8452,842.2299,866.9047
858.6797,759.9809,736.9512,868.5496
860.3247,784.6556,789.5906,871.8396
853.7448,776.4307,736.9512,866.9047
840.585,875.1295,842.2299,858.6797
848.8099,858.6797,842.2299,870.1946
845.5199,884.9995,894.8693,858.6797
852.0998,932.7039,894.8693,855.3898
870.1946,847.1649,806.0403,866.9047
863.6147,899.8043,806.0403,871.8396
858.6797,899.8043,753.401,860.3247
860.3247,899.8043,806.0403,866.9047
853.7448,847.1649,648.1223,873.4846
860.3247,847.1649,700.7616,866.9047
853.7448,952.4436,806.0403,870.1946
857.0347,952.4436,806.0403,861.9697
852.0998,1005.083,806.0403,853.7448
850.4548,847.1649,595.4829,858.6797
855.3898,899.8043,806.0403,863.6147
853.7448,847.1649,700.7616,866.9047
848.8099,847.1649,806.0403,868.5496
853.7448,794.5255,806.0403,868.5496
853.7448,741.8861,806.0403,868.5496
843.8749,794.5255,806.0403,861.9697
847.1649,794.5255,806.0403,858.6797
847.1649,926.124,806.0403,860.3247
845.5199,899.8043,700.7616,860.3247
861.9697,873.4846,700.7616,861.9697
857.0347,873.4846,700.7616,858.6797
848.8099,873.4846,700.7616,865.2596
853.7448,794.5255,700.7616,873.4846
843.8749,794.5255,700.7616,861.9697
842.2299,847.1649,700.7616,855.3898
850.4548,873.4846,806.0403,855.3898
853.7448,899.8043,806.0403,855.3898
845.5199,768.2058,595.4829,866.9047
843.8749,899.8043,806.0403,861.9697
848.8099,847.1649,700.7616,857.0347
827.4251,952.4436,806.0403,858.6797
838.94,873.4846,700.7616,855.3898
838.94,873.4846,806.0403,853.7448
842.2299,873.4846,858.6797,855.3898
861.9697,820.8452,832.36,857.0347
863.6147,741.8861,832.36,863.6147
850.4548,662.9271,727.0813,870.1946
842.2299,820.8452,911.3191,858.6797
842.2299,820.8452,937.6388,863.6147
840.585,926.124,937.6388,855.3898
847.1649,820.8452,779.7207,865.2596
843.8749,820.8452,884.9995,873.4846
842.2299,794.5255,779.7207,873.4846
857.0347,794.5255,806.0403,878.4195
858.6797,768.2058,753.401,868.5496
847.1649,768.2058,779.7207,865.2596
840.585,820.8452,806.0403,858.6797
842.2299,847.1649,832.36,861.9697
847.1649,952.4436,911.3191,852.0998
845.5199,847.1649,806.0403,858.6797
840.585,820.8452,911.3191,865.2596
843.8749,847.1649,963.9585,860.3247
845.5199,768.2058,911.3191,861.9697
865.2596,689.2468,858.6797,857.0347
866.9047,662.9271,858.6797,863.6147
858.6797,741.8861,911.3191,855.3898
845.5199,741.8861,911.3191,860.3247
837.295,847.1649,963.9585,845.5199
835.65,820.8452,858.6797,858.6797
840.585,820.8452,858.6797,853.7448
853.7448,820.8452,806.0403,860.3247
855.3898,820.8452,858.6797,863.6147
855.3898,741.8861,806.0403,858.6797
855.3898,741.8861,806.0403,868.5496
843.8749,768.2058,753.401,850.4548
842.2299,820.8452,911.3191,855.3898
835.65,873.4846,911.3191,855.3898
843.8749,873.4846,911.3191,858.6797
848.8099,873.4846,911.3191,858.6797
845.5199,820.8452,806.0403,865.2596
857.0347,820.8452,858.6797,863.6147
850.4548,873.4846,858.6797,858.6797
840.585,873.4846,911.3191,860.3247
850.4548,978.7633,1016.598,858.6797
848.8099,873.4846,806.0403,863.6147
848.8099,873.4846,858.6797,857.0347
857.0347,926.124,858.6797,860.3247
847.1649,820.8452,700.7616,865.2596
852.0998,768.2058,595.4829,866.9047
840.585,820.8452,753.401,857.0347
847.1649,820.8452,806.0403,855.3898
847.1649,931.0589,806.0403,861.9697
842.2299,968.8934,806.0403,850.4548
855.3898,852.0998,700.7616,861.9697
847.1649,824.1351,700.7616,861.9697
847.1649,850.4548,806.0403,855.3898
852.0998,809.3303,806.0403,857.0347
852.0998,786.3006,806.0403,860.3247
848.8099,783.0106,700.7616,857.0347
858.6797,759.9809,700.7616,863.6147
850.4548,810.9753,806.0403,857.0347
850.4548,838.94,700.7616,857.0347
855.3898,950.7986,911.3191,858.6797
845.5199,888.2894,806.0403,857.0347
847.1649,855.3898,806.0403,865.2596
840.585,812.6203,806.0403,860.3247
842.2299,825.7802,911.3191,857.0347
855.3898,773.1407,700.7616,861.9697
857.0347,694.1817,700.7616,868.5496
835.65,799.4604,806.0403,855.3898
837.295,773.1407,806.0403,858.6797
834.005,878.4195,911.3191,850.4548
843.8749,825.7802,806.0403,863.6147
853.7448,825.7802,806.0403,866.9047
848.8099,799.4604,700.7616,863.6147
850.4548,825.7802,700.7616,863.6147
843.8749,773.1407,595.4829,860.3247
838.94,746.8211,595.4829,875.1295
843.8749,799.4604,806.0403,860.3247
842.2299,825.7802,806.0403,863.6147
845.5199,878.4195,911.3191,868.5496
842.2299,799.4604,700.7616,870.1946
840.585,799.4604,700.7616,866.9047
835.65,847.1649,753.401,865.2596
848.8099,845.5199,753.401,868.5496
850.4548,764.9158,595.4829,868.5496
835.65,797.8155,700.7616,868.5496
835.65,810.9753,700.7616,852.0998
843.8749,840.585,753.401,858.6797
840.585,835.65,753.401,861.9697
848.8099,861.9697,806.0403,860.3247
848.8099,878.4195,806.0403,870.1946
848.8099,868.5496,806.0403,870.1946
